Comando,NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,DescrURL,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,Adicional1,Adicional2,Adicional3,AdicionalD1,AdicionalD2,AdicionalD3,Cores,OrdemProd,IDProdutoPai,RamoProd,MaisProd,DataVencimento,DiasAvisoVencimento,DiasReposicao,IDParceiroProd,DescrHTM,MetaKeywordsProd,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande
"A","Aparelhos de Avaliação",2414650,"balt2104","Balança e Monitor de Composição Corporal Tanita BC-534 InnerScan",3600,"O Monitor Tanita InnerScan BC-534 disponibiliza aos usuários o poder de avaliar com precisão seu estado físico geral, através de medições como o peso, a gordura corporal, massa óssea, e muito mais.","<style=""margin-top: 0; margin-bottom: 0""><b><font face=""Verdana"" size=""1"">
<a style=""text-decoration: none"" target=""_blank"" href=""/lojas/00007850/images/comptanita.gif"">
<font color=""#FF0000"">Veja o Comparativo das Balanças Tanita aqui.</font></a></font></b>
<p style=""margin-top: 0; margin-bottom: 0""></p>
<style=""margin-top: 0; margin-bottom: 0""><b><font face=""Verdana"" size=""1"">
Veja abaixo informações sobre o Produto</font></b>

<iframe frameborder=0 style=width:600px;height:215px src=/lojas/00007850/htm/bc534.htm></iframe>
","",False,0,0,True,0,0,0,0,0,0,,,True,False,"bc534100.gif","bc534200.gif","bc534400.gif","","","","","","","",0,,977,"",,0,0,,"","",3,3,,True,False
"A","Aparelhos de Avaliação",2414670,"balt2105","Balança e Monitor de Composição Corporal Tanita BC-550T InnerScan",3600,"O Monitor Tanita InnerScan BC-550T é um monitor de composição corporal total, proporcionando ao usuário 5 leituras diferentes.","<style=""margin-top: 0; margin-bottom: 0""><b><font face=""Verdana"" size=""1"">
<a style=""text-decoration: none"" target=""_blank"" href=""/lojas/00007850/images/comptanita.gif"">
<font color=""#FF0000"">Veja o Comparativo das Balanças Tanita aqui.</font></a></font></b>
<p style=""margin-top: 0; margin-bottom: 0""></p>
<style=""margin-top: 0; margin-bottom: 0""><b><font face=""Verdana"" size=""1"">
Veja abaixo informações sobre o Produto</font></b>

<iframe frameborder=0 style=width:600px;height:215px src=/lojas/00007850/htm/bc550t.htm></iframe>
","",False,0,0,False,0,0,0,0,0,0,,,False,False,"bc550t100.gif","bc550t200.gif","bc550t400.gif","","","18490","","","","",0,,977,"",,0,0,,"","",3,3,,True,False
"A","Aparelhos de Avaliação",2414717,"balt3104","Balança e Monitor de Gordura e Água Tanita BF-680W",0,"Com a Balança e Monitor Tanita BF-680W você acessa suas informações coporais com precisão e confiabilidade.","<style=""margin-top: 0; margin-bottom: 0""><b><font face=""Verdana"" size=""1"">
<a style=""text-decoration: none"" target=""_blank"" href=""/lojas/00007850/images/comptanita.gif"">
<font color=""#FF0000"">Veja o Comparativo das Balanças Tanita aqui.</font></a></font></b>
<p style=""margin-top: 0; margin-bottom: 0""></p>
<style=""margin-top: 0; margin-bottom: 0""><b><font face=""Verdana"" size=""1"">
Veja abaixo informações sobre o Produto</font></b>

<iframe frameborder=0 style=width:600px;height:215px src=/lojas/00007850/htm/bc680w.htm></iframe>
","",False,1,0,True,0,0,0,0,0,0,,,False,False,"bc680w100.gif","bc680w200.gif","bc680w400.gif","","","","","","","",0,,977,"",,0,0,,"","",0,0,,True,False
"A","Aparelhos de Avaliação",2414864,"balt3114","Balança e Monitor de Gordura e Água Tanita UM-061",3600,"O Monitor de Gordura e Água Tanita UM-061 utiliza a avançada tecnologia ""bioimpedância"".","<style=""margin-top: 0; margin-bottom: 0""><b><font face=""Verdana"" size=""1"">
<a style=""text-decoration: none"" target=""_blank"" href=""/lojas/00007850/images/comptanita.gif"">
<font color=""#FF0000"">Veja o Comparativo das Balanças Tanita aqui.</font></a></font></b>
<p style=""margin-top: 0; margin-bottom: 0""></p>
<style=""margin-top: 0; margin-bottom: 0""><b><font face=""Verdana"" size=""1"">
Veja abaixo informações sobre o Produto</font></b>

<iframe frameborder=0 style=width:600px;height:215px src=/lojas/00007850/htm/um061.htm></iframe>
","",False,0,0,True,0,0,0,0,0,0,,,False,False,"um061100.gif","um061200.gif","um061400.gif","","","18490","","","","",0,,977,"",,0,0,,"","",3,3,,True,False
"A","Aparelhos de Avaliação",1624236,"bal60004","Balança IRONMAN com Medidor de Gordura, Múscúlo, Líquido, Osso BC553 - Tanita",3000,"A qualidade exigida pela Ironman, alia da a tecnologia Tanita, produz o que há de mais moderno em monitores corporais.","<style=""margin-top: 0; margin-bottom: 0""><b><font face=""Verdana"" size=""1"">
<a style=""text-decoration: none"" target=""_blank"" href=""/lojas/00007850/images/comptanita.gif"">
<font color=""#FF0000"">Veja o Comparativo das Balanças Tanita aqui.</font></a></font></b>
<p style=""margin-top: 0; margin-bottom: 0""></p>
<style=""margin-top: 0; margin-bottom: 0""><b><font face=""Verdana"" size=""1"">
Veja abaixo informações sobre o Produto</font></b>

<iframe frameborder=0 style=width:600px;height:215px src=/lojas/00007850/htm/bc553.htm></iframe>
","",False,0,1,True,0,398.99,769,0,0,0,,,False,False,"bc553100ga.jpg","bc553200ga.jpg","bc553400ga.jpg","","","18490","","","","",0,,977,"bal10004,bal10004,bal30004",,0,0,,"",,2,0,,True,False
"A","Aparelhos de Avaliação",2985895,"bal40032","Balança mecânica pessoal MEC-130",1900,"Mais precisão e tecnologia: única balança mecânica do mercado que mostra o peso através de ponteiro, e não disco de pesagem.
Design especial com acabamento na cor prata.","Modelo: MEC-130
Código: 9903
Capacidade: 130 kg
Divisão: 1 kg 

Descrição: Balança mecânica pessoal de piso para pesagem de pessoas 

Características:

• Mais precisão e tecnologia: única balança mecânica do mercado que mostra o peso através de ponteiro, e não disco de pesagem.
• Design especial com acabamento na cor prata.
• Construção robusta em aço carbono
• Plataforma coberta com tapete de borracha anti-derrapante.
• Unidade de pesagem disponível: kg.
• Tamanho do produto: 25,8 x 25,3 cm
• Tamanho da caixa: 29 x 28 x 6 cm
• Garantia 1 ano contra quaisquer defeitos de fabricação e/ou materiais
• Para o modo de pesagem basta subir na balança e aguardar o resultado
","",False,0,0,True,0,30,45.9,0,0,0,,,False,False,"balmec130100.JPG","balmec130200.JPG","balmec130400.JPG","","","18490","","","","",0,,977,"",,0,0,,"","balanca digital gtech,balanca digital com percentual de gordura,balanca com medicao de gordura,balanca com massa corporal,balanca massa corporal e agua,balanca digital e eletronica,balancas g-tech",5,5,,True,False
"A","Aparelhos de Avaliação",1912906,"bal70004","Balança Modelo BA0501 - BIC",2600,"- Capacidade de 150 kg,
- Visor de LCD
- Plataforma de madeira.
- Função IMC ( Índice de Massa Corpórea)
- Função para medir índice de água e gordura corporal","- Capacidade de 150 kg,
- Visor de LCD
- Plataforma de madeira.
- Função IMC ( Índice de Massa Corpórea)
- Função para medir índice de água e gordura corporal.

Garantia: 12 meses.","",False,1,1,False,0,0,184,0,0,0,,,False,False,"sye07d21100.gif","sye07d21200.gif","sye07d2400.gif","","","18490","","","","",0,,977,"balança",,0,0,,"","balanca bic,balanca 150 kg,balanca para peso,balanca,balanca regime,balanca ba0501,balanca digital",5,0,,True,False
"A","Aparelhos de Avaliação",1905274,"bal70003","Balança Modelo SYE 2006A6 - PRATA",2600,"- Extra Fina;
- Capacidade de 180 Kg;
- Visor de LCD;
- Função memória, pode gravar informações de 4 usuários, cada um com os 15 últimos resultados de pesagem;
","- Extra Fina;
- Capacidade de 180 Kg;
- Visor de LCD;
- Função memória, pode gravar informações de 4 usuários, cada um com os 15 últimos resultados de pesagem;
- Calcula a diferença entre os resultados;
- Disponível nas cores branca e prata.
 
Medidas:
comprimento x altura x largura (mm): 390 X 37 X 75
peso: 2,175 KG  

Garantia: 12 meses.
","",False,0,1,False,0,0,142,0,0,0,,,False,False,"sye06a6100.gif","sye06a6200.gif","sye06a6400.gif","","","18490","","","","",0,,977,"balança",,0,0,,"","balanca digital,balanca sye 2006,balanca bic,balanca digital,balanca para pessagem,balanca pessoal,balanca de peso,balanca de gordura",3,0,,True,False
"A","Aparelhos de Avaliação",1902654,"bal70000","Balança Modelo SYE BA0101",3600,"Balança BIC Modelo

- Capacidade de 150 Kg;
- Visor de LCD;
- Plataforma de Vidro temperado 8mm.
","Balança BIC Modelo

- Capacidade de 150 Kg;
- Visor de LCD;
- Plataforma de Vidro temperado 8mm.


Garantia: 01 ano.","",False,0,0,False,0,0,85.5,0,0,0,,,False,False,"sye05a11100.gif","sye05a11200.gif","sye05a11400.gif","","","18490","","","","",0,,977,"balança",,0,0,,"","Balanca digital,balanca de vidro,balanca para pesagem,balanca pessoal,balanca bic",3,0,,True,False
"A","Aparelhos de Avaliação",1902665,"bal70001","Balança Modelo SYE BA0201",2300,"Balança BIC Modelo

- Capacidade de 150 Kg;
- Visor de LCD;
- Plataforma de Vidro temperado 8mm.
","Balança BIC Modelo

- Capacidade de 150 Kg;
- Visor de LCD;
- Plataforma de Vidro temperado 8mm.


Garantia: 01 ano.","",False,1,0,False,0,0,117,0,0,0,,,False,False,"sye05a1100.gif","sye05a1200.gif","sye05a1400.gif","","","18490","","","","",0,,977,"balança",,0,0,,"","balanca digital,balanca de pesso,balanca pessoal,balanca bic,balanca wiso,balancas para peso,balanca caseira,balanca tanita,balanca toledo",3,0,,True,False
"A","Aparelhos de Avaliação",1905273,"bal70002","Balança Modelo SYE BA0301",2400,"Balança de Precisão.
- Capacidade de 180 Kg;
- Visor de LCD;
- Plataforma de Vidro temperado 10mm.","Balança BIC SYE2004A2

- Capacidade de 180 Kg;
- Visor de LCD;
- Plataforma de Vidro temperado 10mm.
 
Medidas:
comprimento x altura x largura (mm): 390 X 380 X 85
peso: 3,520 KG  

Garantia: 12 meses.","",False,2,1,False,0,0,152,0,0,0,,,False,False,"sye2004100.gif","sye2004200.gif","sye2004400.gif","","","18490","","","","",0,,,"balança",,0,0,,"","balanca digital,balanca de pesso,balanca pessoal,balanca bic,balanca wiso,balancas para peso,balanca caseira,balanca tanita,balanca toledo",3,0,,True,False
"A","Aparelhos de Avaliação",1622975,"balt2004","Balança Pessoal com Monitor de Gordura, Líquidos, Músculo, Massa Óssea BC533 - InnerScan - Tanita",3600,"O mais completo monitor de composição corporal, o InnerScanT provê informações nunca antes disponíveis em uma balança de uso doméstico. Informações essenciais para uma vida ativa e saudável.","<style=""margin-top: 0; margin-bottom: 0""><b><font face=""Verdana"" size=""1"">
<a style=""text-decoration: none"" target=""_blank"" href=""/lojas/00007850/images/comptanita.gif"">
<font color=""#FF0000"">Veja o Comparativo das Balanças Tanita aqui.</font></a></font></b>
<p style=""margin-top: 0; margin-bottom: 0""></p>
<style=""margin-top: 0; margin-bottom: 0""><b><font face=""Verdana"" size=""1"">
Veja abaixo informações sobre o Produto</font></b>

<iframe frameborder=0 style=width:600px;height:215px src=/lojas/00007850/htm/bc533.htm></iframe>
","",False,0,1,False,0,468.51,829,0,0,0,,,False,False,"Bc533100ga.jpg","Bc533200ga.jpg","Bc533400ga.jpg","","","18490","","","","",190,,977,"bal60004,bal10004,bal30004",,0,0,,"","balanca digital,balanca de pesso,balanca pessoal,balanca bic,balanca wiso,balancas para peso,balanca caseira,balanca tanita,balanca toledo",5,0,,True,False
"A","Aparelhos de Avaliação",1621760,"balt1004","Balança Pessoal com Monitor de Gordura, Líquidos, Músculo, Massa Óssea, BC554 Tanita",3400,"Tanita e Ironman uniram seus talentos e competências para proporcionar aos atletas e esportistas de alta performance um novo nível de detalhamento em monitoramento de composição corporal.","<style=""margin-top: 0; margin-bottom: 0""><b><font face=""Verdana"" size=""1"">
<a style=""text-decoration: none"" target=""_blank"" href=""/lojas/00007850/images/comptanita.gif"">
<font color=""#FF0000"">Veja o Comparativo das Balanças Tanita aqui.</font></a></font></b>
<p style=""margin-top: 0; margin-bottom: 0""></p>
<style=""margin-top: 0; margin-bottom: 0""><b><font face=""Verdana"" size=""1"">
Veja abaixo informações sobre o Produto</font></b>


<iframe frameborder=0 style=width:600px;height:215px src=/lojas/00007850/htm/bc554.htm></iframe>
","",False,0,1,False,0,449,899,0,0,0,,,False,False,"Bc554100ga.jpg","Bc554200ga.jpg","Bc554400ga.jpg","","","18490","","","","",180,,,"balt",,0,0,,"","balanca com composicao corporal,balanca digital bc554, balanca tanita bc554,balanca com composicao corporal,balanca com massa ossea,balanca com percentual de gordura",3,0,,True,False
"A","Aparelhos de Avaliação",2177813,"bal11000","Balança Pessoal Digital - Vidro Temperado - Design Ultra Fino - W903 - 150Kg - Wiso",1800,"Balança pessoal digital de alta precisão. Super fina e leve. Seu acionamento é por pressão ao subir na plataforma. Design moderno e elegante.
Plataforma em Vidro Temperado -  W903 - 150Kg","Balança Pessoal Digital - Plataforma em Vidro Temperado -  W903 - 150Kg - Wiso
Sensores de alta precisão.

Descrição:
Balança pessoal digital de alta precisão. Super fina e leve. Seu acionamento é por pressão ao subir na plataforma. Design moderno e elegante.

Dados Técnicos:
Modelo: W903.
Capacidade: 150Kg.
Graduação: 100gr.
Plataforma em vidro temperado, com tela de LCD e iluminação de fundo por LED;
Unidades de Medida: Kg e Lb;
Acionamento por pressão ao subir na plataforma;
Desligamento automático em 10 segundos;
Cor predominante: Prata;
Indicador de Bateria Fraca: ""LO"";
Indicador de excesso de peso;
Zero automático;
Dimensões: 310x310x19mm;
Peso: 1734gr (aprox.);
Peso com Embalagem: 2040gr (aprox.);
Alimentação: 1 bateria CR2032; 
1 bateria CR2032 inclusa;
Garantia: 12 meses contra defeitos de fabricação.

Fabricante: Wiso","",False,0,0,True,0,37.34,94,80,0,0,29/03/2010,14/09/2011,False,True,"bal903100.gif","bal903200.gif","bal903400.gif","","","18490","","","","",0,,977,"balança",,0,0,17691,"","balanca digital,balanca digital fina,balanca cristal liquido,balanca para pessagem,balanca pessoal digital,estadiometro e balanca digital,balanca pessoal digital,balanca wiso,balanca oferta",3,3,,True,False
"A","Aparelhos de Avaliação",2178383,"bal11004","Balança Pessoal Digital com Alça p/ Transporte- Ultra Fina-180Kg - Modelo W801 - Wiso",2100,"Balança pessoal digital de alta precisão. Super fina e leve, com exclusiva alça cromada para transporte.  Seu acionamento é por pressão ao subir na plataforma. Design elegante.","Balança pessoal digital de alta precisão. Super fina e leve, com exclusiva alça cromada para transporte.  Seu acionamento é por pressão ao subir na plataforma. Ideal para trabalho de campo. Design elegante.

Dados Técnicos:
Modelo: W801.
Capacidade: 180Kg.
Graduação: 100gr.
Plataforma em plástico resistente, com tela de LCD e iluminação de fundo por LED;
Unidades de Medida: Kg e Lb;
Acionamento por simples toque na superfície da balança;
Desligamento automático em 10 segundos;
Cor predominante: Preta;
Indicador de Bateria Fraca: ""LO"";
Indicador de excesso de peso;
Zero automático;
Alça cromada para transporte;
Dimensões: 320x320x22mm;
Peso: 1734gr (aprox.);
Peso com Embalagem: 2098gr (aprox.);
Alimentação: 4 pilhas AAA; 4 Pilhas AAA inclusas;
Garantia: 12 meses contra defeitos de fabricação.

Fabricante: Wiso","",False,0,0,True,12,100.57,199,179,0,0,10/05/2010,26/11/2011,False,True,"bal801100.gif","bal801200.gif","balancaw801.gif","","","18490","","","","",254,,977,"balança",,0,0,13438,"","balanca digital,balanca digital fina,balanca cristal liquido,balanca para pessagem,balanca pessoal digital,estadiometro e balanca digital,balanca pessoal digital,balanca wiso,balanca oferta",5,5,,True,False
"A","Aparelhos de Avaliação",3045530,"bal2522","Balança Pessoal Digital de Vidro Glass 7 G.TECH",1600,"A Balança Digital Pessoal Glass 7 possui um sistema com quatro sensores de pressão que garante precisão total no controle do peso.","A Balança Digital Pessoal Glass 7 possui um sistema com quatro sensores de pressão que garante precisão total no controle do peso.

Capacidade para até 150Kg
Visor LCD de fácil visualização
Plataforma de vidro temperado com 8mm
Acionamento por toque
Desligamento automático
Alimentação: 01 bateria CR2032
01 Ano de Garantia","",False,3,1,True,0,46.8,85,80.75,0,0,10/12/2011,09/02/2012,False,False,"glass7100.JPG","glass7200.JPG","glass7400.JPG","","","18490","","","","",255,,977,"",,0,0,14873,"","balanca digital,balanca digital fina,balanca cristal liquido,balanca para pessagem,balanca pessoal digital,estadiometro e balanca digital,balanca pessoal digital,balanca wiso,balanca oferta",5,5,,True,False
"A","Aparelhos de Avaliação",2641582,"bal20046","Balança Pessoal Digital G-Tech Glass 200",2500,"A Balança Digital Pessoal Glass 200 possui um sistema com quatro sensores de pressão que garante precisão total no controle do peso, com seu design especial e plataforma de vidro.","A Balança Digital Pessoal Glass 200 possui um sistema com quatro sensores de pressão que garante precisão total no controle do peso. Seu design especial e plataforma de vidro fazem com que esta balança se torne uma atração exclusiva no local onde é colocada.

- Design Moderno 
- Plataforma de Vidro Temperado 
- Maxi-Capacidade: ATÉ 200KG 
- Divisão de 50g
- Amplo Display LCD de fácil visualização 
- Acionamento por toque 
- Desligamento Automático 
- Indicador de Baterias Fracas 
- 01 Ano de Garantia 
- 01 Bateria de Lítio CR2032
- Visor de cristal líquido com 75 x 30 mm

- Garantia de 1 ano Fabricante
","",False,0,2,True,0,61.2,115,109.25,0,0,31/03/2011,19/11/2011,False,True,"blaglass200_100.GIF","blaglass200_200x.GIF","blaglass200_400x.GIF","","","18490","","","","",255,,977,"bal10006",,0,0,14873,"","balanca digital,balança digital gtech,balanca digital para avaliacao fisica,balanca para composicao corporal,balanca g-tech glass control,balanca eletronica, avaliacao fisica balanca",3,3,,True,False
"A","Aparelhos de Avaliação",3045566,"bal02336","Balança Pessoal DIGITAL PRO G.Tech",1800,"Medição de gordura, água, massa muscular e massa óssea. 
Informa separadamente a gordura localizada no abdômen. 
Memória para 10 usuários.
Design black piano.","Medição de gordura, água, massa muscular e massa óssea. 
Informa separadamente a gordura localizada no abdômen. 
Memória para 10 usuários.
Design black piano.

-Indica Necessidade Calórica Diária
-Memória Para até 10 Usuários
-Mede a Água e a Gordura Corporal a Massa Muscular e a Massa Óssea
-Plataforma em Vidro Temperado
-Função Especial Para Atletas 
-Visor Digital em LCD
-Capacidade para até 150 Kg

Garantia do fabricante: 12 meses contra defeito de fabricação.

","",False,4,1,True,0,0,169.9,156.95,0,0,24/08/2011,17/09/2011,False,False,"balpro100.JPG","balpro200.JPG","balpro400.JPG","","","18490","","","","",4,,977,"",,0,0,13438,"","balanca digital,balanca digital fina,balanca cristal liquido,balanca para pessagem,balanca pessoal digital,estadiometro e balanca digital,balanca pessoal digital,balanca wiso,balanca oferta",5,5,,True,False
"A","Aparelhos de Avaliação",3045471,"bal15023","Balança Slim Basic - 150 Balmak (Uso Pessoal)",1500,"Design moderno e tecnologia são diferenciais do produto que faz parte da linha ActLife
Aumentando a gama de lançamentos da linha ActLife, a empresa de balanças Balmak.","Design moderno e tecnologia são diferenciais do produto que faz parte da linha ActLife
Aumentando a gama de lançamentos da linha ActLife, a empresa de balanças Balmak.

Modelo: SLIMBASIC-150
Código: 9902
Capacidade: 150kg
Divisão: 100g

Descrição: Balança digital pessoal

Características:

• Sistema de pesagem através de sensores (4 strain-gages) de alta precisão
• LCD extra grande: 7,2 x 3,5 cm
• Design Ultra slim: Somente 1,9 cm de espessura
• Sensível ao toque para ligar. Desligamento automático
• Indicador de bateria fraca e sobrecarga
• Unidades de pesagem disponíveis: kg/lb/st
• Alimentação: 1 bateria de lítio CR2032 – (inclusa)
• Plataforma: vidro temperado 6mm (preto)
• Tamanho do produto: 30 x 30 x 1,9 cm
• Tamanho da caixa: 32,9 x 31,6 x 2,8 cm
• Garantia 1 ano contra quaisquer defeitos de fabricação e/ou materiais.

Funcionamento:

• Para o modo de pesagem, basta subir na balança e aguardar o resultado.","",False,5,0,True,18,34.8,69,66.6,0,0,30/10/2011,01/11/2011,False,False,"slimbasic100.JPG","slimbasic200.JPG","slimbasic400.JPG","","","18490","","","","",255,,977,"balança",,0,0,13438,"","balanca digital,balanca digital fina,balanca cristal liquido,balanca para pessagem,balanca pessoal digital,estadiometro e balanca digital,balanca pessoal digital,balanca wiso,balanca oferta",5,5,,True,False
"A","Aparelhos de Avaliação",1902600,"balt1105","Balança Solar Digital HS301",4000,"A Balança Solar Tanita trabalha em total harmonia com meio-ambiente possui célula solar que se extrai energia da luz do sol ou de uma simples luz caseira.",".Descrição: A Balança Solar Tanita trabalha em total harmonia com meio-ambiente possui célula solar que se extrai energia da luz do sol ou de uma simples luz caseira. Não necessita nunca de compra ou recarga de bateria.Este modelo é perfeito para aqueles que buscam alta qualidade com economia.
Graduação: (0-100 kg, 0.2 kg) e (100-150 kg, 0.5 kg) 
Visor de Cristal Líquido: 6,5 x 3,3 cm 
Pesa em Quilos: Sim 
Pesa em Libras: Sim 
-Cor: Branca 

Garantia: 10 Anos

","",False,0,1,False,0,0,394,0,0,0,22/05/2009,22/05/2010,False,False,"hs301100.jpg","hs301200.jpg","hs301400.jpg","","","18490","","","","",21,,977,"bal40004,bal30004,bal20004,bal70003,bal00004",,0,0,,"","balanca de peso digital,balanca digital solar,balanca digital solar,balanca eletronica digital,balanca solar digital hs301,balanca tanita digital solar,balanca dhoxa digital solar, balanca dhoxa hs301",2,2,,True,False
"A","Aparelhos de Avaliação",1180161,"bcw20002","Banco de Wells",3750,"Dimensões: 30,5 x 30,5 x 50,6
Resolução: em milímetros por deslizamento específico.
Material: Formica","Dimensões: 30,5 x 30,5 x 50,6
Resolução: em milímetros por deslizamento específico.
Material: Formica","http://www.terrazul.com.br/produtos.html",True,0,0,False,0,0,240,0,0,0,,,False,False,"BancWells90.GIF","BancWell200.GIF","BancWell400.GIF","","","18491","","","","",0,,7,"",,0,0,,,,5,0,,True,False
"A","Aparelhos de Avaliação",1560880,"kit00004","Banco de Wells + Physical Test 2.97 (Brinde)",4000,"<b><FONT color=#ff0000>Super Promoção !!</b></font>
Na compra do Banco de Wells, ganhe o software Physical Test versão 2.97.","O Physical Test considerado atualmente o mais prático e completo software na aplicação de testes em Avaliação Física Funcional. 

<b>Na compra do Banco de Wels,  você ganha o software Physical Test versão 2.97</b> 

Especificações do Banco de Wells

Material em fórmica
Dobrável, facilitando o transporte.
Acompanha bolsa para transporte

Garantia: 12 meses
 
<b>O kit ideal para a sua avaliação física.</b> 

<B>Promoção por tempo Limitado !</B>","",False,12,10,False,0,0,596,299,0,0,09/06/2008,16/06/2011,True,True,"bcophy100.jpg","bcophy200.jpg","bcophy400.jpg","","","18469,18491","","","","",255,,,"",,0,0,,"",,5,0,,True,False
"A","Aparelhos de Avaliação",1598756,"kit00005","Banco de Wells + Software Physical Test Acadêmico (Brinde)",4000,"<b><FONT color=#ff0000>Super Promoção !!</b></font>
Na compra do Banco de Wells Terrazul, ganhe de brinde Software de Avaliação física - Physical Test Acadêmico.","O Banco de Wells da Terrazul supera todos os demais em qualidade e durabilidade, o que oferece maior proteção ao seu investimento. O único desenvolvido com estrutura em MDF de 18mm que garante maior durabilidade, exclusivo dispositivo mono - haste que proporciona mais facilidade na montagem, e com um designer diferenciado além de seu acabamento em aço inox. 

Material em fórmica
Dobrável, facilitando o transporte.
Acompanha bolsa para transporte

Aparelho para avaliação fisica.
01 ano de garantia Terrazul.

<b>Na compra do Banco de Wells você ganha um Software de Avaliação Física Physical Test Acadêmico de (Brinde).</b> 

","",False,39,1,False,0,0,245,237,0,0,07/07/2008,31/07/2008,True,True,"bcophy100.jpg","bcophy200.jpg","bcophy400.jpg","","","18491","","","","",255,,,"",,0,0,,,,5,0,,True,False
"A","Aparelhos de Avaliação",1179954,"bcw10002","Banco de Wells Compact - Sanny",1000,"Material em fómica bege.
Dobrável
Transportável
Bolsa para transporte","Material em fómica bege.
Dobrável
Transportável
Bolsa para transporte","http://www.terrazul.com.br/produtos.html",True,0,1,False,0,0,260,0,0,0,,,False,False,"banco_wells_compact90.gif","BancWellsPort200.GIF","BancWellPor400.GIF","","","18491","","","","",0,,7,"",,0,0,,,,5,0,,True,False
"A","Aparelhos de Avaliação",1908780,"bcw10001","Banco de Wells Portátil - Physical - Azul",4200,"O Banco de Wells Physical supera todos os demais em qualidade, e durabilidade.
O único fabricado em MDF de 18mm, revestido em fórmica, dobrável, bolsa para transporte.
<b>Lançamento na cor Azul</b>","O único fabricado em MDF de 18mm, revestido em fórmica, dobravél, bolsa para transporte.

<b>Lançamento na cor Azul</b>

Dados Técnicos:

ESTRUTURA: MDF de 18mm
ALTURA: 31cm   
COMPRIMENTO: 64.5cm 
LARGURA: 40cm  
ESPESSURA: 2cm  
PESO:03 Kg

Aparelho para avaliação fisica.

01 ano de garantia Terrazul.
","",False,0,5,False,0,142,330,299,0,0,25/10/2009,10/01/2012,True,True,"Bancowelaz100.gif","Bancowelaz200.gif","Bancowelaz4001.gif","","","18491","","","","",255,,984,"bcw10000,adp50000,adp50001,adp50002",,0,0,,"","banco de wells,banco de wells para flexibidade,produto para teste de flexibilidade,banco de wells azul,banco de wells physical,banco de wells terrazul,banco de wells lançamento,novo banco de wells",5,5,,True,False
"A","Aparelhos de Avaliação",1349929,"bcw10000","Banco de Wells Portátil - Physical - Branco",4000,"O Banco de Wells Physical supera todos os demais em qualidade, e durabilidade.
O único fabricado em MDF de 18mm, revestido em fórmica, dobravél, bolsa para transporte","O Banco de Wells Portátil Physical é o único fábricado em MDF de 18mm, dando mais resistência e durabilidade ao seu produto. 
O equipamento traz o recurso de montagem e desmontagem rápida, apenas dobrando e ficando portátil, ideal para os profissionais que necessitam de um material fácil de transportar além de agilidade no trabalho. 
Acompanha bolsa para transporte do equipamento.

Dados Técnicos:

ESTRUTURA: MDF de 18mm
ALTURA: 31cm   
COMPRIMENTO: 64.5cm 
LARGURA: 40cm  
ESPESSURA: 2cm  
PESO:03 Kg

Aparelho para avaliação fisica.

01 ano de garantia Terrazul.","",False,996,10,True,0,152,315,299.25,0,0,28/01/2011,09/02/2012,True,True,"bcwells100.gif","bcwells200.gif","bcwells400.gif","","","18491","","","","",255,,984,"bcw10001,Kta00001,adp50000,frq00000",,0,0,14873,"","banco de wells,banco de wells para flexibidade,produto para teste de flexibilidade,banco de wells azul,banco de wells physical,banco de wells terrazul,banco de wells lançamento,novo banco de wells",10,10,,True,False
"A","Aparelhos de Avaliação",2917462,"bcwuld100","Banco de Wells ULD Physical",4000,"O Banco de Wells Physical supera todos os demais em qualidade, e durabilidade.
Fabricado em MDF de 15mm, revestido em fórmica,fácil montagem, Ultra Leve e resistente.","ESTRUTURA: MDF de 15mm
ALTURA: 31cm 
COMPRIMENTO: 64.5cm 
LARGURA: 40cm 
ESPESSURA: 2cm 


Aparelho para Avaliação Física.

01 ano de garantia Terrazul.","",False,286,1,True,0,70,250,200,0,0,09/05/2011,09/02/2012,True,True,"bcould100.GIF","bcould200.GIF","bcould400.GIF","","","18491","","","","",255,,984,"bcw10001,Kta00001,adp50000,frq00000",,0,0,29103,"","banco de wells,banco de wells para flexibidade,produto para teste de flexibilidade,banco de wells azul,banco de wells physical,banco de wells terrazul,banco de wells lançamento,novo banco de wells",5,5,,True,False
